Issue Type;Key;Priority;Status;Summary;Created;Description;;;;;
;;;;;;Scenario 5  : Mobile display ;"As a user,
when I consult a page with a Key insight component on mobile (IOS and android) 
I can see the display as defined on Figma (version A, B , C and D) ";;;;
Story;CODEE02-149;High;Closed;EVO - Creation of the Flow component ;19-08-2025;"Figma link : https://www.monurl.com
As a webmaster, I can add a ""Flow component"" withing the content section. 
 
This flow component is composed of cards. 
 
Step 1 : By defaut
 
      screenshot   
 
Each cards is composed of :

1. An image (jpg, png) - optional - clickable (if clicked, open a popin and display the image within the popin) 
2. A title - optional - max length : 2 lines 
3. A description - optional - max length : 4 lines 
4. A separator with the following card (none, arrow or ""&"") - optional
5. A color selected among the pre-defined one (editable new taxonomy)  - optional  >> this would be the same color as the one used on the Key insight component. 
6. A link to display the process image to upload (jpg, png) - optional
    a. Displayed only if an image has been uploaded in BO 
    b. Webmaster can edit the link label 
Step 2 : When user click on ""Click to view the entire process"" 
 
The image upladed in BO, is displayed within a popin
 
         
 
Step 3 : When user click on a card image , it is displayed within a popin 
 
        
 
Functional behaviour :

● Front display is different according to the number of card. (see Figma) 
● When the component have more than 3 cards, a slider is displayed 
● A link is displayed only if the process image has been uploaded within the back-office.
● When a user hover the image of the flow component , a ""+"" icon is displayed. When clicking it, the image is diplayed within the popin 
    ◦ Please estimateas an option the possibility to zoom in the image within the popin as here : https://www.business.com/fr/products/outil-denibber-g-plus   
Acceptance criteria : ";;;;;
;;;;;;Scenario;Details;;;;
;;;;;;Scenario 1 : Integrate the component to a page ;"As a webmaster,
when I create an Industrial challenge content type
I can integrate a Flow component ";;;;
;;;;;;Scenario 2 : Add a 3 cards flow component                *                   ;"As a webmaster,
when I create a Flow component 
I can add 3 cards only and it won't be displayed as a slider on Desktop";;;;
;;;;;;Scenario 3 : Add a 6 cards flow component                                                                                                                                        ;"As a webmaster,
when I create a Flow component 
I can add 6 cards only and a slider is displayed on desktop.";;;;
;;;;;;Scenario 4 : Update the color ;"As a webmaster,
within the back-office I can manage the different color to apply to the Flow component (add / edit / delete) ";;;;
;;;;;;Scenario 5  : Navigate through the slider ;"As a user 
when I see a Flow component with 4 or 5 or 6
I can navigate thrhough the slider";;;;
;;;;;;Scenario 5  : Click on the link ;"As a user 
when I see a Flow component with the link ""Click to view the complete process""
I can click on it  and display the image with the full process ";;;;
;;;;;;Scenario 6  : Front display{};"As a user 
when I see a Flow component with 2, 3 or 4 cards
then the card width is adapted as defined on the Figma ";;;;
;;;;;;Scenario 4  : Desktop display ;"As a user,
when I consult a page with a Flow component on desktop
I can see the display as defined on Figma  ";;;;
;;;;;;Scenario 5  : Mobile display ;"As a user,
when I consult a page with Flow component on mobile (IOS and android) 
I can see the display as defined on Figma ";;;;
;;;;;;" 
 ----------------------------------------------------------------------------------- 
 

Update of the 4th of September : 
 

We need to have a checkbox ""Make images zoomable"", when this checkbox is checked, we can select the indicator of the zoom from a dropdown named ""Zoom indicator"" for which the values are : 

Zoom icon: display the loop icon on the image as a zoom indicator. 

Cursor: change to the loop cursor when hovering the image. 

Both (zoom icon + cursor): apply both behaviours mentioned above. 
";;;;;
